MovieID,Title,Year,Genre,No_View,Rating
2840,Stigmata (1999),1999,Thriller,419,2.899761337
987,Bliss (1997),1997,Drama,80,2.9
384,Bad Company (1995),1995,Action,40,2.9
1613,Star Maps (1997),1997,Drama,30,2.9
1181,"Shooter, The (1995)",1995,Action,10,2.9
1391,Mars Attacks! (1996),1996,Action,4296,2.900372439
2787,Cat's Eye (1985),1985,Horror,162,2.901234568
2038,"Cat from Outer Space, The (1978)",1978,Children's,594,2.904040404
1342,Candyman (1992),1992,Horror,262,2.904580153
287,Nina Takes a Lover (1994),1994,Comedy,42,2.904761905
3156,Bicentennial Man (1999),1999,Comedy,1149,2.906005222
2717,Ghostbusters II (1989),1989,Comedy,1130,2.90619469
996,Last Man Standing (1996),1996,Action,768,2.90625
585,"Brady Bunch Movie, The (1995)",1995,Comedy,418,2.906698565
410,Addams Family Values (1993),1993,Comedy,463,2.90712743
828,"Adventures of Pinocchio, The (1996)",1996,Adventure,108,2.907407407
1379,Young Guns II (1990),1990,Action,1107,2.907859079
1894,Six Days Seven Nights (1998),1998,Adventure,1413,2.910828025
2072,"'burbs, The (1989)",1989,Comedy,303,2.910891089
2977,Crazy in Alabama (1999),1999,Comedy,90,2.911111111
1332,"Believers, The (1987)",1987,Horror,204,2.911764706
407,In the Mouth of Madness (1995),1995,Horror,386,2.911917098
248,Houseguest (1994),1994,Comedy,138,2.913043478
2737,Assassination (1987),1987,Action,23,2.913043478
1053,Normal Life (1996),1996,Crime,70,2.914285714
3544,Shakes the Clown (1991),1991,Comedy,97,2.917525773
2283,"Sheltering Sky, The (1990)",1990,Drama,61,2.918032787
3014,Bustin' Loose (1981),1981,Comedy,49,2.918367347
3423,School Daze (1988),1988,Drama,74,2.918918919
2483,"Day of the Beast, The (El D锟结 de la bestia) (1995)",1995,Comedy,75,2.92
204,Under Siege 2: Dark Territory (1995),1995,Action,203,2.921182266
2652,"Curse of Frankenstein, The (1957)",1957,Horror,51,2.921568627
2794,European Vacation (1985),1985,Comedy,385,2.922077922
754,Gold Diggers: The Secret of Bear Mountain (1995),1995,Adventure,26,2.923076923
566,Naked in New York (1994),1994,Comedy,26,2.923076923
1128,"Fog, The (1980)",1980,Horror,170,2.923529412
2032,"Barefoot Executive, The (1971)",1971,Children's,80,2.925
1603,Mimic (1997),1997,Sci-Fi,696,2.925287356
2339,I'll Be Home For Christmas (1998),1998,Comedy,54,2.925925926
2335,"Waterboy, The (1998)",1998,Comedy,420,2.926190476
1783,Palmetto (1998),1998,Film-Noir,660,2.927272727
2773,Alice and Martin (Alice et Martin) (1998),1998,Drama,14,2.928571429
1911,Doctor Dolittle (1998),1998,Comedy,527,2.929791271
569,Little Big League (1994),1994,Children's,200,2.93
2374,Gung Ho (1986),1986,Comedy,488,2.930327869
520,Robin Hood: Men in Tights (1993),1993,Comedy,374,2.930481283
2322,Soldier (1998),1998,Action,1450,2.931034483
2054,"Honey, I Shrunk the Kids (1989)",1989,Adventure,5225,2.933014354
382,Wolf (1994),1994,Drama,544,2.933823529
27,Now and Then (1995),1995,Drama,61,2.93442623
1703,For Richer or Poorer (1997),1997,Comedy,62,2.935483871
1327,"Amityville Horror, The (1979)",1979,Horror,355,2.938028169
3491,My Chauffeur (1986),1986,Comedy,66,2.939393939
2546,"Deep End of the Ocean, The (1999)",1999,Drama,169,2.940828402
2257,No Small Affair (1984),1984,Comedy,34,2.941176471
2120,Needful Things (1993),1993,Drama,484,2.94214876
1003,Extreme Measures (1996),1996,Drama,242,2.94214876
886,Bulletproof (1996),1996,Action,104,2.942307692
88,Black Sheep (1996),1996,Comedy,192,2.942708333
2530,Beneath the Planet of the Apes (1970),1970,Action,730,2.945205479
2040,"Computer Wore Tennis Shoes, The (1970)",1970,Children's,256,2.9453125
2377,Lifeforce (1985),1985,Horror,366,2.945355191
2267,Mortal Thoughts (1991),1991,Mystery,148,2.945945946
2417,Heartburn (1986),1986,Comedy,148,2.945945946
1841,"Gingerbread Man, The (1998)",1998,Drama,190,2.947368421
1163,Mina Tannenbaum (1994),1994,Drama,19,2.947368421
3428,"Champ, The (1979)",1979,Drama,59,2.949152542
2796,Funny Farm (1988),1988,Comedy,240,2.95
2691,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",1998,Drama,20,2.95
168,First Knight (1995),1995,Action,1448,2.950276243
3051,Anywhere But Here (1999),1999,Drama,161,2.950310559
830,"First Wives Club, The (1996)",1996,Comedy,295,2.952542373
2369,Desperately Seeking Susan (1985),1985,Comedy,1680,2.954761905
504,No Escape (1994),1994,Action,356,2.95505618
2829,"Muse, The (1999)",1999,Comedy,314,2.955414013
469,"House of the Spirits, The (1993)",1993,Drama,138,2.956521739
1690,Alien: Resurrection (1997),1997,Action,2337,2.958921694
2586,"Goodbye, Lover (1999)",1999,Comedy,75,2.96
1816,Two Girls and a Guy (1997),1997,Comedy,202,2.96039604
2513,Pet Sematary (1989),1989,Horror,305,2.960655738
2587,Life (1999),1999,Comedy,102,2.960784314
1355,Nightwatch (1997),1997,Horror,154,2.961038961
2752,Outrageous Fortune (1987),1987,Comedy,370,2.962162162
1791,Twilight (1998),1998,Crime,106,2.962264151
2426,"Theory of Flight, The (1998)",1998,Comedy,81,2.962962963
577,Andre (1994),1994,Adventure,110,2.963636364
3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",1993,Crime,56,2.964285714
2372,Fletch Lives (1989),1989,Comedy,238,2.966386555
3672,Benji (1974),1974,Adventure,312,2.967948718
3262,Twin Peaks: Fire Walk with Me (1992),1992,Drama,326,2.969325153
3449,"Good Mother, The (1988)",1988,Drama,34,2.970588235
237,Forget Paris (1995),1995,Comedy,514,2.972762646
1363,"Preacher's Wife, The (1996)",1996,Drama,112,2.973214286
2095,"Shaggy D.A., The (1976)",1976,Children's,226,2.973451327
3717,Gone in 60 Seconds (2000),2000,Action,1168,2.974315068
74,Bed of Roses (1996),1996,Drama,240,2.975
1717,Scream 2 (1997),1997,Horror,910,2.975824176
303,"Quick and the Dead, The (1995)",1995,Action,1254,2.976076555
48,Pocahontas (1995),1995,Animation,1528,2.976439791
1377,Batman Returns (1992),1992,Action,4124,2.976721629
1007,"Apple Dumpling Gang, The (1975)",1975,Children's,696,2.978448276
2472,Tough Guys (1986),1986,Comedy,93,2.978494624
804,She's the One (1996),1996,Comedy,466,2.978540773
3602,G. I. Blues (1960),1960,Musical,49,2.979591837
2792,Airplane II: The Sequel (1982),1982,Comedy,558,2.980286738
158,Casper (1995),1995,Adventure,518,2.980694981
113,Before and After (1996),1996,Drama,106,2.981132075
3708,Firestarter (1984),1984,Horror,534,2.981273408
2507,Breakfast of Champions (1999),1999,Comedy,54,2.981481481
2316,Practical Magic (1998),1998,Drama,472,2.983050847
662,Fear (1996),1996,Thriller,128,2.984375
3732,"Fury, The (1978)",1978,Horror,71,2.985915493
2017,Babes in Toyland (1961),1961,Children's,486,2.987654321
442,Demolition Man (1993),1993,Action,1280,2.9921875
3457,Waking the Dead (1999),1999,Drama,141,2.992907801
2789,Damien: Omen II (1978),1978,Horror,165,2.993939394
2060,BASEketball (1998),1998,Comedy,183,2.994535519
1888,Hope Floats (1998),1998,Comedy,1161,2.994832041
788,"Nutty Professor, The (1996)",1996,Comedy,3792,2.995780591
2378,Police Academy (1984),1984,Comedy,413,2.997578692
3752,"Me, Myself and Irene (2000)",2000,Comedy,560,3
1330,April Fool's Day (1986),1986,Comedy,232,3
61,Eye for an Eye (1996),1996,Drama,134,3
3620,"Myth of Fingerprints, The (1997)",1997,Comedy,100,3
1829,Chinese Box (1997),1997,Drama,74,3
3235,Where the Buffalo Roam (1980),1980,Comedy,71,3
152,"Addiction, The (1995)",1995,Horror,69,3
603,"Bye Bye, Love (1995)",1995,Comedy,58,3
1767,Music From Another Room (1998),1998,Drama,52,3
1113,"Associate, The (1996)",1996,Comedy,50,3
283,New Jersey Drive (1995),1995,Crime,36,3
1817,No Looking Back (1998),1998,Comedy,36,3
1565,Head Above Water (1996),1996,Comedy,34,3
600,Love and a .45 (1994),1994,Thriller,30,3
3587,Inferno (1980),1980,Horror,30,3
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1995,Comedy,28,3
2326,Shattered Image (1998),1998,Drama,24,3
245,"Glass Shield, The (1994)",1994,Crime,22,3
3184,Montana (1998),1998,Action,20,3
1715,Office Killer (1997),1997,Thriller,13,3
137,Man of the Year (1995),1995,Documentary,13,3
726,Last Dance (1996),1996,Drama,9,3
776,Babyfever (1994),1994,Comedy,8,3
33,Wings of Courage (1995),1995,Adventure,8,3
2685,"Red Dwarf, The (Le Nain rouge) (1998)",1998,Comedy,8,3
664,Faithful (1996),1996,Comedy,8,3
687,Country Life (1994),1994,Drama,6,3
3652,City of the Living Dead (Paura nella citt锟 dei morti viventi) (1980),1980,Horror,5,3
1930,Cavalcade (1933),1933,Drama,5,3
559,"Paris, France (1993)",1993,Comedy,5,3
1040,"Secret Agent, The (1996)",1996,Drama,5,3
657,Yankee Zulu (1994),1994,Comedy,4,3
1134,Johnny 100 Pesos (1993),1993,Action,4,3
3288,Cotton Mary (1999),1999,Drama,4,3
3748,"Match, The (1999)",1999,Comedy,4,3
3595,Held Up (2000),2000,Comedy,4,3
401,Mirage (1995),1995,Action,4,3
756,Carmen Miranda: Bananas Is My Business (1994),1994,Documentary,4,3
286,Nemesis 2: Nebula (1995),1995,Action,3,3
3380,Railroaded! (1947),1947,Film-Noir,3,3
3482,Price of Glory (2000),2000,Drama,3,3
3187,Trans (1998),1998,Drama,3,3
2556,Telling You (1998),1998,Comedy,3,3
623,"Modern Affair, A (1995)",1995,Romance,3,3
3136,"James Dean Story, The (1957)",1957,Documentary,3,3
734,Getting Away With Murder (1996),1996,Comedy,3,3
582,Metisse  (1993),1993,Comedy,2,3
1555,"To Have, or Not (1995)",1995,Drama,2,3
1843,Slappy and the Stinkers (1998),1998,Children's,2,3
311,Relative Fear (1994),1994,Horror,2,3
884,Sweet Nothing (1995),1995,Drama,2,3
1908,Resurrection Man (1998),1998,Drama,2,3
192,"Show, The (1995)",1995,Documentary,2,3
3336,It Happened Here (1961),1961,Drama,2,3
2895,Napoleon and Samantha (1972),1972,Adventure,2,3
3458,Blood and Sand (Sangre y Arena) (1989),1989,Drama,2,3
2258,Master Ninja I (1984),1984,Action,2,3
3542,Coming Apart (1969),1969,Drama,2,3
3323,Chain of Fools (2000),2000,Comedy,2,3
1764,Tainted (1998),1998,Comedy,2,3
789,"I, Worst of All (Yo, la peor de todas) (1990)",1990,Drama,2,3
827,"Convent, The (Convento, O) (1995)",1995,Drama,2,3
1070,Macao (1952),1952,Adventure,2,3
572,Foreign Student (1994),1994,Drama,2,3
2563,Beauty (1998),1998,Drama,1,3
2584,Foolish (1999),1999,Comedy,1,3
576,Fausto (1993),1993,Comedy,1,3
790,An Unforgettable Summer (1994),1994,Drama,1,3
2214,Number Seventeen (1932),1932,Thriller,1,3
658,Billy's Holiday (1995),1995,Drama,1,3
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",1996,Drama,1,3
2703,Broken Vessels (1998),1998,Drama,1,3
872,Aiqing wansui (1994),1994,Drama,1,3
2592,"Joyriders, The (1999)",1999,Drama,1,3
402,Open Season (1996),1996,Comedy,1,3
868,Death in Brunswick (1991),1991,Comedy,1,3
3290,Soft Toilet Seats (1999),1999,Comedy,1,3
1724,Full Speed (1996),1996,Drama,1,3
601,"Wooden Man's Bride, The (Wu Kui) (1994)",1994,Drama,1,3
2619,Mascara (1999),1999,Drama,1,3
1579,For Ever Mozart (1996),1996,Drama,1,3
2226,"Ring, The (1927)",1927,Drama,1,3
814,"Boy Called Hate, A (1995)",1995,Drama,1,3
2699,Arachnophobia (1990),1990,Action,5468,3.002926116
1833,Mercury Rising (1998),1998,Action,792,3.003787879
5,Father of the Bride Part II (1995),1995,Comedy,296,3.006756757
2195,Dirty Work (1998),1998,Comedy,135,3.007407407
2723,Mystery Men (1999),1999,Action,2559,3.010550996
2615,My Science Project (1985),1985,Adventure,378,3.010582011
998,Set It Off (1996),1996,Action,186,3.010752688
3483,"Road to El Dorado, The (2000)",2000,Animation,336,3.011904762
2877,Tommy (1975),1975,Drama,422,3.014218009
8,Tom and Huck (1995),1995,Adventure,136,3.014705882
3120,"Distinguished Gentleman, The (1992)",1992,Comedy,130,3.015384615
674,Barbarella (1968),1968,Adventure,772,3.015544041
2252,Hero (1992),1992,Comedy,372,3.016129032
2741,No Mercy (1986),1986,Action,122,3.016393443
3,Grumpier Old Men (1995),1995,Comedy,956,3.016736402
550,Threesome (1994),1994,Comedy,356,3.016853933
2598,Pushing Tin (1999),1999,Comedy,533,3.016885553
3053,"Messenger: The Story of Joan of Arc, The (1999)",1999,Drama,682,3.017595308
3489,Hook (1991),1991,Adventure,1444,3.01800554
1629,"MatchMaker, The (1997)",1997,Comedy,218,3.018348624
2524,"Towering Inferno, The (1974)",1974,Action,532,3.018796992
409,Above the Rim (1994),1994,Drama,49,3.020408163
1854,Kissing a Fool (1998),1998,Comedy,96,3.020833333
3719,Love's Labour's Lost (2000),2000,Comedy,90,3.022222222
1422,Murder at 1600 (1997),1997,Mystery,562,3.024911032
2031,"$1,000,000 Duck (1971)",1971,Children's,74,3.027027027
1463,That Old Feeling (1997),1997,Comedy,68,3.029411765
2710,"Blair Witch Project, The (1999)",1999,Horror,1237,3.03152789
2540,"Corruptor, The (1999)",1999,Action,624,3.032051282
2635,"Mummy's Curse, The (1944)",1944,Horror,31,3.032258065
2772,Detroit Rock City (1999),1999,Comedy,246,3.032520325
1804,"Newton Boys, The (1998)",1998,Crime,238,3.033613445
2975,"Best Man, The (1999)",1999,Drama,111,3.036036036
1544,"Lost World: Jurassic Park, The (1997)",1997,Action,5020,3.036653386
3531,All the Vermeers in New York (1990),1990,Comedy,81,3.037037037
1320,Alien锟 (1992),1992,Action,3700,3.037837838
270,Love Affair (1994),1994,Drama,158,3.037974684
2561,True Crime (1999),1999,Crime,262,3.038167939
3562,Committed (2000),2000,Comedy,52,3.038461538
2441,"Hi-Lo Country, The (1998)",1998,Drama,52,3.038461538
1405,Beavis and Butt-head Do America (1996),1996,Animation,950,3.04
2785,Tales of Terror (1962),1962,Horror,25,3.04
1974,Friday the 13th (1980),1980,Horror,317,3.041009464
2533,Escape from the Planet of the Apes (1971),1971,Action,926,3.041036717
709,Oliver & Company (1988),1988,Animation,288,3.041666667
2590,Hideous Kinky (1998),1998,Drama,48,3.041666667
1713,Mouse Hunt (1997),1997,Children's,462,3.043290043
1801,"Man in the Iron Mask, The (1998)",1998,Action,1173,3.043478261
3477,Empire Records (1995),1995,Comedy,542,3.044280443
1848,"Borrowers, The (1997)",1997,Adventure,708,3.04519774
2800,Little Nemo: Adventures in Slumberland (1992),1992,Animation,44,3.045454545
1421,Grateful Dead (1995),1995,Documentary,22,3.045454545
1513,Romy and Michele's High School Reunion (1997),1997,Comedy,755,3.046357616
1367,101 Dalmatians (1996),1996,Children's,728,3.046703297
3141,"Two Jakes, The (1990)",1990,Drama,62,3.048387097
532,Serial Mom (1994),1994,Comedy,1167,3.048843188
2822,Medicine Man (1992),1992,Adventure,526,3.049429658
2865,Sugar Town (1999),1999,Comedy,20,3.05
1000,Curdled (1996),1996,Crime,20,3.05
2485,She's All That (1999),1999,Comedy,820,3.051219512
1586,G.I. Jane (1997),1997,Action,1671,3.052064632
3497,Max Dugan Returns (1983),1983,Comedy,96,3.052083333
1409,Michael (1996),1996,Comedy,784,3.053571429
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),1996,Comedy,148,3.054054054
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,Comedy,203,3.054187192
1856,Kurt & Courtney (1998),1998,Documentary,144,3.055555556
3103,Stanley & Iris (1990),1990,Drama,136,3.058823529
197,"Stars Fell on Henrietta, The (1995)",1995,Drama,17,3.058823529
2447,Varsity Blues (1999),1999,Comedy,532,3.060150376
1191,Madonna: Truth or Dare (1991),1991,Documentary,209,3.062200957
2517,Christine (1983),1983,Horror,273,3.062271062
100,City Hall (1996),1996,Drama,256,3.0625
131,Frankie Starlight (1995),1995,Drama,32,3.0625
3534,28 Days (2000),2000,Comedy,505,3.065346535
3611,Saludos Amigos (1943),1943,Animation,45,3.066666667
55,Georgia (1995),1995,Drama,45,3.066666667
1487,Selena (1997),1997,Drama,324,3.067901235
3580,Up at the Villa (2000),2000,Drama,29,3.068965517
2702,Summer of Sam (1999),1999,Drama,395,3.070886076
3725,American Pop (1981),1981,Animation,224,3.071428571
1349,Nosferatu a Venezia (1986),1986,Horror,14,3.071428571
2976,Bringing Out the Dead (1999),1999,Drama,1114,3.071813285
2418,Nothing in Common (1986),1986,Comedy,110,3.072727273
2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",1991,Drama,82,3.073170732
118,If Lucy Fell (1996),1996,Comedy,136,3.073529412
89,Nick of Time (1995),1995,Action,458,3.074235808
2663,It Came from Beneath the Sea (1955),1955,Sci-Fi,53,3.075471698
2625,Black Mask (Hak hap) (1996),1996,Action,66,3.075757576
2168,Dance with Me (1998),1998,Drama,158,3.075949367
1627,U Turn (1997),1997,Action,750,3.076
1502,Kissed (1996),1996,Romance,13,3.076923077
1121,Glory Daze (1996),1996,Drama,13,3.076923077
3642,In Old California (1942),1942,Western,13,3.076923077
1687,"Jackal, The (1997)",1997,Action,674,3.077151335
537,Sirens (1994),1994,Comedy,414,3.077294686
1030,Pete's Dragon (1977),1977,Adventure,1292,3.077399381
254,Jefferson in Paris (1995),1995,Drama,38,3.078947368
2767,Illuminata (1998),1998,Comedy,25,3.08
2435,Hurlyburly (1998),1998,Drama,99,3.080808081
2103,Tall Tale (1994),1994,Adventure,74,3.081081081
426,Body Snatchers (1993),1993,Horror,807,3.081784387
1588,George of the Jungle (1997),1997,Children's,578,3.083044983
1857,"Real Blonde, The (1997)",1997,Comedy,24,3.083333333
3707,Nine 1/2 Weeks (1986),1986,Drama,237,3.084388186
434,Cliffhanger (1993),1993,Action,2058,3.084548105
1353,"Mirror Has Two Faces, The (1996)",1996,Comedy,376,3.085106383
724,"Craft, The (1996)",1996,Drama,832,3.086538462
707,Mulholland Falls (1996),1996,Crime,825,3.087272727
2802,Tequila Sunrise (1988),1988,Action,918,3.088235294
1006,"Chamber, The (1996)",1996,Drama,78,3.08974359
1866,"Big Hit, The (1998)",1998,Action,378,3.08994709
1675,Incognito (1997),1997,Crime,22,3.090909091
2658,"Flying Saucer, The (1950)",1950,Sci-Fi,11,3.090909091
114,Margaret's Museum (1995),1995,Drama,11,3.090909091
2221,Blackmail (1929),1929,Thriller,11,3.090909091
3264,Buffy the Vampire Slayer (1992),1992,Comedy,1024,3.091796875
2247,Married to the Mob (1988),1988,Comedy,365,3.093150685
3045,Peter's Friends (1992),1992,Comedy,236,3.093220339
1616,"Peacemaker, The (1997)",1997,Action,1185,3.093670886
294,"Perez Family, The (1995)",1995,Comedy,84,3.095238095
869,Kansas City (1996),1996,Crime,42,3.095238095
84,Last Summer in the Hamptons (1995),1995,Comedy,42,3.095238095
331,Tom & Viv (1994),1994,Drama,21,3.095238095
1437,"Cement Garden, The (1993)",1993,Drama,21,3.095238095
2613,Night of the Comet (1984),1984,Action,843,3.096085409
3605,King Creole (1958),1958,Drama,102,3.098039216
1442,Prefontaine (1997),1997,Drama,71,3.098591549
691,Mrs. Winterbourne (1996),1996,Comedy,242,3.099173554
801,Harriet the Spy (1996),1996,Children's,242,3.099173554
2942,Flashdance (1983),1983,Drama,724,3.099447514
1541,Addicted to Love (1997),1997,Comedy,480,3.1
1902,Dream for an Insomniac (1996),1996,Drama,60,3.1
3486,Devil Girl From Mars (1954),1954,Sci-Fi,10,3.1
2263,"Seventh Sign, The (1988)",1988,Thriller,175,3.102857143
511,"Program, The (1993)",1993,Action,304,3.105263158
2035,Blackbeard's Ghost (1968),1968,Children's,114,3.105263158
2582,Twin Dragons (Shuang long hui) (1992),1992,Action,132,3.106060606
1896,Cousin Bette (1998),1998,Comedy,47,3.106382979
2320,Apt Pupil (1998),1998,Drama,374,3.106951872
2297,What Dreams May Come (1998),1998,Drama,710,3.107042254
297,Panther (1995),1995,Drama,28,3.107142857
3319,Judy Berlin (1999),1999,Drama,28,3.107142857
3274,Single White Female (1992),1992,Action,438,3.107305936
46,How to Make an American Quilt (1995),1995,Drama,332,3.108433735
423,Blown Away (1994),1994,Action,442,3.108597285
2094,"Rocketeer, The (1991)",1991,Action,2208,3.108695652
1457,Fools Rush In (1997),1997,Comedy,532,3.109022556
1733,Afterglow (1997),1997,Drama,164,3.109756098
2146,St. Elmo's Fire (1985),1985,Drama,704,3.110795455
2430,Mighty Joe Young (1949),1949,Adventure,432,3.111111111
2560,Ravenous (1999),1999,Drama,342,3.111111111
328,Tales From the Crypt Presents: Demon Knight (1995),1995,Horror,144,3.111111111
993,Infinity (1996),1996,Drama,9,3.111111111
31,Dangerous Minds (1995),1995,Drama,141,3.113475177
2478,Three Amigos! (1986),1986,Comedy,1138,3.117750439
513,Radioland Murders (1994),1994,Comedy,201,3.119402985
2724,Runaway Bride (1999),1999,Comedy,1300,3.12
2678,Desert Blue (1999),1999,Drama,25,3.12
422,Blink (1994),1994,Thriller,57,3.122807018
786,Eraser (1996),1996,Action,920,3.123913043
2334,"Siege, The (1998)",1998,Action,772,3.124352332
874,Killer: A Journal of Murder (1995),1995,Crime,16,3.125
3050,Light It Up (1999),1999,Drama,16,3.125
3523,Taffin (1988),1988,Action,16,3.125
835,Foxfire (1996),1996,Drama,103,3.126213592
3173,Any Given Sunday (1999),1999,Drama,483,3.126293996
3399,Sesame Street Presents Follow That Bird (1985),1985,Children's,174,3.126436782
218,Boys on the Side (1995),1995,Comedy,390,3.128205128
2084,Newsies (1992),1992,Children's,186,3.129032258
3345,"Charlie, the Lonesome Cougar (1967)",1967,Adventure,46,3.130434783
2718,Drop Dead Gorgeous (1999),1999,Comedy,383,3.130548303
565,Cronos (1992),1992,Horror,61,3.131147541
207,"Walk in the Clouds, A (1995)",1995,Drama,438,3.132420091
1676,Starship Troopers (1997),1997,Action,4652,3.13327601
352,Crooklyn (1994),1994,Comedy,119,3.134453782
2325,Orgazmo (1997),1997,Comedy,119,3.134453782
2314,Beloved (1998),1998,Drama,104,3.134615385
2956,Someone to Watch Over Me (1987),1987,Action,423,3.134751773
586,Home Alone (1990),1990,Children's,1350,3.134814815
2694,Big Daddy (1999),1999,Comedy,791,3.135271808
3249,"Hand That Rocks the Cradle, The (1992)",1992,Thriller,340,3.135294118
2676,Instinct (1999),1999,Drama,532,3.135338346
1334,"Blob, The (1958)",1958,Horror,676,3.136094675
1371,Star Trek: The Motion Picture (1979),1979,Action,2376,3.136363636
3714,Clara's Heart (1988),1988,Drama,66,3.136363636
3749,Time Regained (Le Temps Retrouv锟僵 (1999),1999,Drama,22,3.136363636
2432,Stepmom (1998),1998,Drama,146,3.136986301
2431,Patch Adams (1998),1998,Comedy,948,3.137130802
1498,Inventing the Abbotts (1997),1997,Drama,262,3.13740458
1769,"Replacement Killers, The (1998)",1998,Action,638,3.137931034
3525,Bachelor Party (1984),1984,Comedy,360,3.138888889
1918,Lethal Weapon 4 (1998),1998,Action,2676,3.140508221
2688,"General's Daughter, The (1999)",1999,Drama,1382,3.141823444
3452,Romeo Must Die (2000),2000,Action,662,3.141993958
182,Moonlight and Valentino (1995),1995,Drama,98,3.142857143
304,Roommates (1995),1995,Comedy,70,3.142857143
271,Losing Isaiah (1995),1995,Drama,63,3.142857143
1575,Gabbeh (1996),1996,Drama,14,3.142857143
1486,"Quiet Room, The (1996)",1996,Drama,7,3.142857143
288,Natural Born Killers (1994),1994,Action,1400,3.144285714
1404,Night Falls on Manhattan (1997),1997,Crime,152,3.144736842
2098,Son of Flubber (1963),1963,Children's,152,3.144736842
2250,Men Don't Leave (1990),1990,Drama,62,3.14516129
2520,Airport (1970),1970,Drama,179,3.145251397
2651,Frankenstein Meets the Wolf Man (1943),1943,Horror,82,3.146341463
210,Wild Bill (1995),1995,Western,41,3.146341463
170,Hackers (1995),1995,Action,963,3.146417445
1475,Kama Sutra: A Tale of Love (1996),1996,Romance,81,3.148148148
107,Muppet Treasure Island (1996),1996,Adventure,1024,3.1484375
2136,"Nutty Professor, The (1963)",1963,Comedy,222,3.148648649
344,Ace Ventura: Pet Detective (1994),1994,Comedy,766,3.148825065
2416,Back to School (1986),1986,Comedy,354,3.149717514
3157,Stuart Little (1999),1999,Children's,1040,3.15
451,Flesh and Bone (1993),1993,Drama,318,3.150943396
748,"Arrival, The (1996)",1996,Action,1251,3.151079137
2861,For Love of the Game (1999),1999,Comedy,708,3.152542373
2179,Topaz (1969),1969,Thriller,39,3.153846154
1063,Johns (1996),1996,Drama,26,3.153846154
3419,Something for Everyone (1970),1970,Comedy,26,3.153846154
372,Reality Bites (1994),1994,Comedy,856,3.154205607
1689,"Man Who Knew Too Little, The (1997)",1997,Comedy,504,3.154761905
3528,"Prince of Tides, The (1991)",1991,Drama,642,3.15576324
1686,Red Corner (1997),1997,Crime,218,3.155963303
753,"Month by the Lake, A (1995)",1995,Comedy,64,3.15625
2262,About Last Night... (1986),1986,Comedy,978,3.156441718
70,From Dusk Till Dawn (1996),1996,Action,4570,3.156455142
1454,SubUrbia (1997),1997,Comedy,82,3.158536585
2826,"13th Warrior, The (1999)",1999,Action,2250,3.158666667
3016,Creepshow (1982),1982,Horror,447,3.158836689
1496,Anna Karenina (1997),1997,Drama,50,3.16
3514,Joe Gould's Secret (2000),2000,Drama,62,3.161290323
81,Things to Do in Denver when You're Dead (1995),1995,Crime,498,3.162650602
1027,Robin Hood: Prince of Thieves (1991),1991,Drama,344,3.162790698
2405,"Jewel of the Nile, The (1985)",1985,Action,2692,3.163447251
3115,Flawless (1999),1999,Drama,110,3.163636364
536,"Simple Twist of Fate, A (1994)",1994,Drama,55,3.163636364
2641,Superman II (1980),1980,Action,2538,3.1643026
2033,"Black Cauldron, The (1985)",1985,Animation,400,3.165
140,Up Close and Personal (1996),1996,Drama,278,3.165467626
3704,Mad Max Beyond Thunderdome (1985),1985,Action,1444,3.166204986
1876,Deep Impact (1998),1998,Action,3580,3.166480447
1582,Wild America (1997),1997,Adventure,120,3.166666667
806,American Buffalo (1996),1996,Drama,60,3.166666667
972,"Last Time I Saw Paris, The (1954)",1954,Drama,6,3.166666667
3247,Sister Act (1992),1992,Comedy,1332,3.168168168
2581,Never Been Kissed (1999),1999,Comedy,1248,3.168269231
2605,Entrapment (1999),1999,Crime,1554,3.168597169
365,Little Buddha (1993),1993,Drama,71,3.169014085
2124,"Addams Family, The (1991)",1991,Comedy,714,3.169467787
3649,American Gigolo (1980),1980,Drama,295,3.169491525
358,Higher Learning (1995),1995,Drama,141,3.170212766
1792,U.S. Marshalls (1998),1998,Action,896,3.171875
2151,"Gods Must Be Crazy II, The (1989)",1989,Comedy,128,3.171875
1919,Madeline (1998),1998,Children's,232,3.172413793
1658,"Life Less Ordinary, A (1997)",1997,Romance,232,3.172413793
225,Disclosure (1994),1994,Drama,508,3.173228346
736,Twister (1996),1996,Action,4440,3.173873874
2659,It Came from Hollywood (1982),1982,Comedy,92,3.173913043
347,Bitter Moon (1992),1992,Drama,46,3.173913043
2781,"Tingler, The (1959)",1959,Horror,63,3.174603175
1317,I'm Not Rappaport (1996),1996,Comedy,40,3.175
517,Rising Sun (1993),1993,Action,1146,3.17539267
2554,Children of the Damned (1963),1963,Horror,408,3.176470588
3139,Tarzan the Fearless (1933),1933,Action,34,3.176470588
2709,Muppets From Space (1999),1999,Children's,464,3.176724138
2409,Rocky II (1979),1979,Action,890,3.17752809
2014,Freaky Friday (1977),1977,Children's,360,3.177777778
695,True Crime (1995),1995,Mystery,270,3.177777778
